Date,Open,High,Low,Close,Volume_BTC,Volume_Currency,Weighted_Price
19-01-2014,810,842.07,791.01,842.07,8418.008045,6914603.191,821.406104
20-01-2014,841.5,845,815,826.02,6968.156705,5790539.514,831.0001855
21-01-2014,826.02,834.5,814,824.89,7669.59937,6301148.48,821.5746581
22-01-2014,824.88,824.99,801,819.2,8309.094075,6765579.615,814.2379367
23-01-2014,819.2,823.28,801.1,812,7395.009492,6000294.664,811.3978312
24-01-2014,810.95,811.74,767.02,780,15775.20254,12410344.07,786.6995079
25-01-2014,780,817,773.4,806.8,8705.564013,6936521.891,796.7917852
26-01-2014,806.81,834,795.01,814.75,9704.137262,7950475.949,819.2872519
27-01-2014,814.67,823,725,751.95,25194.23663,19561840.58,776.4410911
28-01-2014,750.95,812.93,740.01,788,20042.81614,15664564.86,781.5550844
29-01-2014,785.51,804.95,781.99,794.21,7044.521562,5597907.365,794.6469203
30-01-2014,794.21,812.44,770.7,799.99,13125.54816,10431886.61,794.7772147
31-01-2014,799.99,809.98,791,803,7728.160056,6196005.72,801.7439695
01-02-2014,803,827.38,802.59,813.23,8296.064167,6763704.542,815.2907699
02-02-2014,813.23,825.21,810.23,814.99,4075.682461,3334786.584,818.2155052
03-02-2014,814.94,815,800.5,808.5,4931.83355,3987645.248,808.5522773
04-02-2014,806.99,812.98,796.83,802.99,7592.003165,6098292.843,803.2521471
05-02-2014,802,810,775,782.33,8479.502336,6751169.928,796.1752543
06-02-2014,780.01,803,752,763.99,20652.60675,16004090.74,774.9186792
07-02-2014,764,766.45,619,705.01,66362.25784,46625607.89,702.5922475
08-02-2014,705.01,723,662.01,680.49,13501.11536,9358103.966,693.13562
09-02-2014,680.49,755.42,666.21,687.37,15061.93271,10550327.79,700.463081
10-02-2014,688,713,530,687.81,71860.53695,45893362.7,638.6448619
11-02-2014,688.34,720,631,675.1,40062.43735,26975988.83,673.3486681
12-02-2014,677,685.19,631.58,651.99,15511.78726,10224606.46,659.1507667
13-02-2014,650.04,660,601.54,604.11,28145.81362,17781615.82,631.7676958
14-02-2014,609.4,712.9,538.01,669,68378.1454,42633219.99,623.4919029
15-02-2014,670.34,673.17,628.88,655.83,20762.64009,13502488.23,650.3261707
16-02-2014,655.83,670,590.01,621,26397.57092,16510289.03,625.4472838
17-02-2014,621,664.99,610,633.66,19902.43932,12681178.75,637.16706
18-02-2014,633.66,650,609.99,627.7,14833.93993,9305110.205,627.2851478
19-02-2014,627.7,636,617,623.01,11128.47837,6976436.521,626.8994095
20-02-2014,623.01,631,560.9,561.86,34966.6985,20678092.12,591.3652991
21-02-2014,561.86,589,530.01,581.35,29612.93711,16665769.57,562.7867815
22-02-2014,581.35,619.88,562.15,610.88,18076.09102,10727909.87,593.4861614
23-02-2014,610.77,646,599.78,610.09,20868.1549,12931776.23,619.689488
24-02-2014,609.9,629,514.02,535.49,51840.81218,29300894.7,565.209021
25-02-2014,535.49,545.8,400,535,115761.9866,55642025.45,480.658868
26-02-2014,534.34,610,530,585.24,49110.90216,28306168.07,576.3723902
27-02-2014,585.24,599.99,571.22,583,17048.0705,10002403.11,586.7176056
28-02-2014,584.7,591.39,541,551.89,22634.32499,12774750.4,564.3972333
01-03-2014,551.8,576,535,567.48,14303.94164,7964319.568,556.7919506
02-03-2014,567.46,570.99,553,566.24,6437.398521,3620383.339,562.3985103
03-03-2014,565.38,710,562.02,677.69,64914.82037,41032096.49,632.0913508
04-03-2014,677.69,702.24,633.64,673,28031.317,19083495.91,680.7919838
05-03-2014,673.27,679.97,651.9,669.99,12719.61418,8460673.86,665.1674916
06-03-2014,669,675.71,650,669.57,10404.69739,6899577.417,663.1213918
07-03-2014,669.57,670,613.45,632.79,21449.42621,13634040.59,635.6366113
08-03-2014,632.79,639.79,604.5,620,9699.021313,5993946.689,617.9950014
09-03-2014,620.02,653,613.03,640,9121.474747,5813863.58,637.3819739
10-03-2014,638.4,646.59,609,629.39,13350.32163,8379172.339,627.6382378
11-03-2014,628.02,644.44,614.17,632.1,9166.620085,5753906.272,627.7020558
12-03-2014,631.72,656.95,628.8,634.95,12741.36127,8167080.267,640.9896158
13-03-2014,634.95,650,632,641.01,6728.152696,4331849.619,643.8393739
14-03-2014,641.02,645,625.29,630.42,8676.834835,5501965.378,634.0982032
15-03-2014,630.99,639.88,625.32,637.24,2202.218014,1394529.185,633.2384784
16-03-2014,637.58,639.39,629.02,634.99,3296.507534,2088127.147,633.4361823
17-03-2014,634.99,634.99,619.46,621.11,9165.087961,5724111.739,624.5561159
18-03-2014,622.97,624.17,591.13,612,14907.79765,9101120.433,610.4939609
19-03-2014,613.84,623.95,605.11,611.2,7079.917161,4340869.408,613.1243218
20-03-2014,610.01,611.3,578.66,587.98,10906.66528,6470916.267,593.2992441
21-03-2014,585.6,607.88,556,570,22418.17284,12984926.76,579.214321
22-03-2014,569.99,571.99,541,565.31,13614.29823,7585366.393,557.161762
23-03-2014,564.31,569.48,556.74,561,6098.75124,3436140.201,563.417012
24-03-2014,558.22,592.6,547,585.99,13674.05994,7795968.811,570.1283192
25-03-2014,585.9,587.48,568.86,583.77,8107.382202,4681178.657,577.3970611
26-03-2014,583.77,592,565,581.49,10310.36256,5986251.83,580.6053661
27-03-2014,581.48,581.59,466.1,475,49205.95632,25830547.04,524.9475666
28-03-2014,475,532,468.3,502.01,34960.05558,17558323.58,502.2395786
29-03-2014,502.01,508,486.97,491.99,7446.558265,3710682.748,498.3084287
30-03-2014,491.99,492,436,460,31437.04543,14453335.74,459.7549018
31-03-2014,460,486.7,438,454.83,20986.65096,9549170.26,455.0116299
01-04-2014,454.81,509.98,452.04,478.98,22904.80786,10993489.2,479.964262
02-04-2014,478.98,494.98,430,439,34478.66605,15752852.54,456.8869491
03-04-2014,438.9,465,416.11,451.03,26944.97731,11800596.2,437.9516102
04-04-2014,451.03,459.5,430.77,452.2,15699.31017,6978736.059,444.5250131
05-04-2014,450,464.8,441.25,464.8,6467.317936,2927852.995,452.7151787
06-04-2014,464.8,465,450.2,456.27,5283.848378,2412744.089,456.6262915
07-04-2014,459.97,464.19,446,447.11,7419.247937,3362333.799,453.1906506
08-04-2014,447.11,459.8,446.24,453.57,5844.422473,2646631.048,452.8473189
09-04-2014,453.57,457.3,438.08,441.69,8006.60407,3574642.08,446.4617019
10-04-2014,441.69,442.46,357.57,363.12,49713.84445,19832155.04,398.9261997
11-04-2014,363.1,432.22,339.79,423,42124.74577,16522551.34,392.2291052
12-04-2014,423,439.5,413.72,423.42,10809.05206,4621987.21,427.6033812
13-04-2014,424.91,427.75,397.16,416.3,11017.8849,4521279.716,410.3582271
14-04-2014,416.29,475,408,458.5,33640.67486,15126755.01,449.656705
15-04-2014,459.99,528.75,453.16,521,32622.07731,16174102.2,495.802338
16-04-2014,523.1,548,494.02,530,30710.47012,15977435.81,520.2602159
17-04-2014,529.26,533.8,481.63,500.09,20052.702,10067997.39,502.0768468
18-04-2014,500.09,506.97,470,483.11,11142.83977,5393877.816,484.0667128
19-04-2014,482.1,507.43,472.81,503.8,10268.73295,5061530.272,492.9069923
20-04-2014,505.18,516.53,493,500,5798.580197,2925535.477,504.5261732
21-04-2014,501.07,515,490,496.74,8377.056809,4201115.82,501.5026059
22-04-2014,497.98,504.9,485.2,490,8521.46548,4210266.587,494.0777612
23-04-2014,490,495.2,484.61,492,5696.009063,2788385.975,489.5332758
24-04-2014,491.94,505,480,502.2,7952.773489,3899468.18,490.3280831
25-04-2014,502.15,503.99,438.05,466.52,33416.96301,15460069.47,462.6413678
26-04-2014,466.71,470.96,451.07,459,8812.120099,4048732.547,459.4504503
27-04-2014,459.22,461.97,429.95,430,9312.346008,4154641.095,446.143334
28-04-2014,430,452.16,424,442.9,18282.98597,8014470.863,438.3567802
29-04-2014,440.41,454.47,432.02,448,13844.63506,6143866.61,443.7723769
30-04-2014,448,453.99,433.08,448.85,10757.36482,4781743.87,444.5088504
01-05-2014,449,465.88,447.97,460.97,9556.037886,4381968.575,458.5549604
02-05-2014,460.97,462.99,444.51,454.5,8269.891417,3731060.903,451.1620183
03-05-2014,452,454.5,431,439,7431.62648,3271086.459,440.157544
04-05-2014,439,442.83,429.55,438.04,5154.407794,2245293.451,435.6064829
05-05-2014,435.88,445,425,433,8188.082795,3547855.069,433.2949676
06-05-2014,431.64,434,420.27,428.01,8041.198415,3439331.003,427.7137344
07-05-2014,429,452,425.67,440,13248.34902,5842712.47,441.014383
08-05-2014,441.47,450.08,437.61,437.69,6326.649184,2807814.181,443.8074721
09-05-2014,439.6,457.08,437.71,452.37,8282.111155,3721491.383,449.3409124
10-05-2014,452.78,459.24,449.79,455.39,4130.387903,1874935.781,453.9369728
11-05-2014,457.7,458.2,429.6,440,8863.685744,3907261.429,440.8167822
12-05-2014,437.67,443.77,431.56,442.5,4582.441448,2014521.569,439.6175253
13-05-2014,442.48,442.75,430.61,439.12,5969.671674,2609916.21,437.1959385
14-05-2014,439.12,449.96,438.36,446,6398.98825,2843100.327,444.3046645
15-05-2014,444.07,452.67,444.02,446,5496.481806,2468497.819,449.1050651
16-05-2014,446.27,452.41,444.5,447.31,3667.08111,1645722.297,448.7826279
17-05-2014,447.55,451.48,445.01,449.06,2295.073516,1029089.946,448.3908416
18-05-2014,449.07,451.43,444.52,446.91,2498.743055,1118014.228,447.4306493
19-05-2014,446.91,450,441.44,448.34,4723.489393,2108151.926,446.3124083
20-05-2014,448.34,500,447.14,489,28210.08507,13413583.27,475.4889336
21-05-2014,489,499.1,487.11,493.98,7111.899587,3521575.263,495.1666176
22-05-2014,493.98,530,492.65,529.99,17439.03493,8967638.258,514.2278972
23-05-2014,529.99,547.1,518.55,523.77,19619.56225,10432749.92,531.7524312
24-05-2014,523.75,529.06,515.4,528.44,5528.521616,2885491.089,521.9281553
25-05-2014,528.44,586.34,527.09,573.9,19782.59518,11183034.38,565.2966298
26-05-2014,573.5,593.48,565.58,581.88,11633.71989,6770738.176,581.9925391
27-05-2014,581.87,595,550.22,572.7,19805.25779,11368641.06,574.0213627
28-05-2014,572.7,582.26,563.45,580.66,8980.551458,5153230.734,573.8211911
29-05-2014,580.66,582.1,560.05,572.37,8110.318042,4614613.061,568.9805303
30-05-2014,572.37,629.4,568.56,621,22502.94354,13552065.09,602.2352171
31-05-2014,621,628.5,611,627.8,9696.707475,6023688.831,621.2097093
01-06-2014,627.8,683.26,618.53,630.99,24149.97946,15612394.43,646.4765096
02-06-2014,630.99,678,613.03,661.22,20087.27572,12978482.98,646.1046862
03-06-2014,662,680.99,649.61,670.14,13572.80909,9062433.588,667.6903454
04-06-2014,668.9,673.61,621.86,640.59,17375.56805,11142498.92,641.273936
05-06-2014,640.55,669.63,639.69,661.48,10724.81282,7046930.527,657.0679272
06-06-2014,661.46,662.13,647.16,647.16,6452.183886,4225827.382,654.9452801
07-06-2014,647.16,657.13,635.88,657.13,5749.304728,3728907.263,648.5840357
08-06-2014,657.13,661.11,651.7,658,2600.850396,1706780.43,656.2393717
09-06-2014,658,659,639.93,648.83,6798.266914,4402870.884,647.6460751
10-06-2014,648.83,657.41,642.45,648.55,5909.592917,3841597.414,650.0612594
11-06-2014,648.55,652.39,615,620.5,10429.62397,6612170.529,633.9797629
12-06-2014,623.81,630.36,550,569.1,24822.48984,14657034.53,590.4739866
13-06-2014,569.98,611.99,563,592,18670.6133,10963548.15,587.2087848
14-06-2014,592,593.53,538.38,566.58,16567.97165,9272570.613,559.6684259
15-06-2014,566.58,593,552.11,588.55,8807.699199,5032106.129,571.3303799
16-06-2014,592,610,582.01,586.91,10767.82717,6448460.334,598.863655
17-06-2014,587,610.2,580,606.48,6588.308882,3940835.721,598.1558837
18-06-2014,606.48,616,599.9,607,6744.90184,4103312.693,608.357659
19-06-2014,607.99,609.98,590,593.4,4638.14295,2792378.83,602.0467372
20-06-2014,593.41,598.68,580.51,588.02,6709.979494,3960213.088,590.1974949
21-06-2014,590,594.99,580,591.29,2949.190258,1734352.005,588.0773548
22-06-2014,591.33,605.05,587.82,600.34,3856.989032,2310872.824,599.1390706
23-06-2014,600.34,601,580.46,588.22,5295.944983,3112948.474,587.7984919
24-06-2014,588.22,588.25,572.1,572.62,6502.145114,3788579.1,582.666033
25-06-2014,574,579.7,554.45,560.4,8893.456973,5020766.169,564.5460684
26-06-2014,560.4,580.11,557.2,579.99,4674.878928,2661521.189,569.3240895
27-06-2014,580.09,600,574,599.99,9183.33155,5376272.467,585.4381318
28-06-2014,599.99,604.21,589.56,589.56,3084.689479,1841609.108,597.0160433
29-06-2014,591.46,601.79,589.56,599.89,1593.3318,949974.5981,596.2189409
30-06-2014,599.86,647.09,595.51,641.11,15516.12604,9701645.346,625.2620869
01-07-2014,640,658.88,638,638.25,9497.739763,6160879.334,648.667945
02-07-2014,638.25,658.75,638,650.5,5305.552728,3446380.814,649.5799761
03-07-2014,650.49,652.79,638.79,645.99,4969.91179,3209550.976,645.7963665
04-07-2014,648.48,650.48,616.3,629,8739.046423,5528579.72,632.6296316
05-07-2014,628.81,632.97,623.23,630,1830.57986,1152281.235,629.4624232
06-07-2014,630.9,639,622.86,630.57,3334.943542,2107677.824,631.9980526
07-07-2014,633.87,636,612.9,622.09,7109.077895,4431332.497,623.3343568
08-07-2014,622.09,626.22,616.89,623.98,2675.173296,1663418.677,621.7984755
09-07-2014,623.98,626.88,618.71,621.97,2303.755594,1434673.229,622.7540945
10-07-2014,621.96,623.93,607.9,616.87,6335.712001,3899937.669,615.5484448
11-07-2014,616.87,635,613.46,635,6094.533675,3817169.744,626.326795
12-07-2014,634.99,642.57,628.7,638.1,3794.257548,2412482.577,635.8246763
13-07-2014,637.9,638.73,626.09,630.88,4158.791125,2634221.171,633.4103088
14-07-2014,630.88,632,616.84,621.17,3827.424526,2383643.954,622.7801327
15-07-2014,621.15,626.25,616.09,622.9,3535.748071,2198983.688,621.9288377
16-07-2014,622.9,625,610.01,616.86,5348.932953,3300210.953,616.9849167
17-07-2014,617.39,629,610,622.2,4902.142579,3035783.454,619.2768581
18-07-2014,626.3,632.96,618.46,632.6,5026.340151,3145783.508,625.859654
19-07-2014,632.59,632.6,625,628.63,1923.591646,1209417.129,628.7286243
20-07-2014,630,630,620,627,1467.591402,915913.3062,624.0928539
21-07-2014,626.98,628,615,622.73,3959.655445,2453744.001,619.6862418
22-07-2014,622.63,624.99,618.26,618.26,3364.104458,2094110.37,622.4867259
23-07-2014,619.99,623,615.51,621,4040.737041,2506562.406,620.3230699
24-07-2014,620.95,621.99,591.12,601.66,10241.00859,6198107.045,605.2242797
25-07-2014,603.96,609.65,592.97,602.93,4843.778803,2907216.758,600.1960198
26-07-2014,602.93,603,590,596.23,3607.976218,2144841.383,594.472151
27-07-2014,596.23,602.83,589,590.3,3792.785274,2258634.494,595.5081375
28-07-2014,592.61,596,570.5,586.53,10539.93211,6135233.295,582.0941946
29-07-2014,589.88,591.95,578,585.95,4084.107673,2380636.712,582.9025341
30-07-2014,585.93,586,557.12,563.84,10498.74204,5994579.052,570.9806973
31-07-2014,563.83,590,555.9,582.04,9383.413499,5410699.005,576.623742
01-08-2014,583.54,607.2,581.77,598.2,11939.59492,7112161.726,595.6786451
02-08-2014,597.84,599.09,584.95,589.59,3529.718545,2088279.288,591.6277067
03-08-2014,589.6,591,578.21,588.91,2802.921182,1636449.66,583.8372018
04-08-2014,588.96,595.7,581.8,588.5,5259.627835,3093635.019,588.185156
05-08-2014,588.5,589,578.25,581.76,6905.352922,4019064.85,582.0216426
06-08-2014,581.75,586.36,576.44,581.16,7580.22972,4409726.81,581.7405241
07-08-2014,581.16,591.9,579,585.84,4436.025389,2597668.938,585.5847768
08-08-2014,585.84,595,584,588.02,4367.062237,2577603.289,590.2373607
09-08-2014,588.99,591.35,585.21,587.97,1626.625846,955797.1569,587.594965
10-08-2014,589.82,597,586,590.96,3211.091419,1899217.596,591.4554736
11-08-2014,590.98,590.99,571,573.98,6086.602914,3529093.659,579.8133555
12-08-2014,574.55,574.59,561.9,566.69,6463.803936,3671990.525,568.0850721
13-08-2014,569.39,572,524.55,548.81,25509.09743,13894654.11,544.6940705
14-08-2014,549.85,551.86,497,507.99,25826.72212,13325281.46,515.9493877
15-08-2014,507.99,521.79,481.55,500.25,16594.58664,8310479.682,500.7946184
16-08-2014,502.48,529.8,485,521.97,12657.92307,6409465.8,506.3599901
17-08-2014,523.47,524.8,485.39,496.86,10314.49246,5174328.705,501.6561627
18-08-2014,498,510,442,475.22,28851.03396,13562442.43,470.085143
19-08-2014,474.74,493.98,453.01,491.98,17807.05683,8544405.412,479.8325458
20-08-2014,491.98,527.01,466,516.39,19220.07652,9590674.739,498.9925366
21-08-2014,516.39,534.14,510,519.28,14187.29752,7396159.406,521.3226408
22-08-2014,519.29,528,500.01,514.65,15393.04567,7918280.9,514.4063799
23-08-2014,514.65,514.69,487,497,8432.276517,4222668.932,500.7744853
24-08-2014,496.96,515.95,495.02,507.85,5765.35732,2911002.83,504.9128212
25-08-2014,507.84,508.46,496.79,503.82,5773.916277,2902768.565,502.73825
26-08-2014,503.74,516,502.27,512.18,6716.160268,3422247.49,509.5541729
27-08-2014,514.4,523.09,510,511.87,7791.964688,4021494.046,516.1078376
28-08-2014,511.87,514.98,505.93,506,7119.023517,3631916.404,510.1705866
29-08-2014,506.94,514.98,501.25,509.3,7246.606617,3681889.824,508.0846827
30-08-2014,509.3,509.42,498.13,500.85,4403.402257,2214785.408,502.9714022
31-08-2014,501.49,504.75,473.33,479.04,11289.83524,5492151.208,486.4686767
01-09-2014,479.01,490,472.01,474.54,9091.871941,4362828.501,479.8603115
02-09-2014,475.89,484.61,470.42,474.5,7333.51314,3501415.215,477.4540044
03-09-2014,474.5,477.99,471,474.89,4742.884461,2252298.522,474.8794833
04-09-2014,474.86,497,471.04,487.43,10793.60319,5233389.192,484.8602549
05-09-2014,489.61,489.96,473.03,477.65,5212.434952,2511864.727,481.8985273
06-09-2014,477.65,485,477.16,479.78,2770.796274,1332763.994,481.0039651
07-09-2014,479.99,483,474.95,475.43,2858.651753,1370027.765,479.256616
08-09-2014,477.4,478.39,456.3,468.33,14567.96158,6827728.892,468.6811435
09-09-2014,468.32,476.4,459.18,473.2,9121.831258,4264939.065,467.5529446
10-09-2014,473.34,492,473.32,476.57,11509.59447,5550004.169,482.2067521
11-09-2014,477.78,480,465,475.9,7936.728594,3760607.145,473.8233266
12-09-2014,477.43,478,462,474.62,6097.711571,2866018.951,470.0154997
13-09-2014,473.08,480.13,467.43,477.98,5828.263649,2778187.229,476.6749406
14-09-2014,477.99,481.58,473.59,475.49,3884.676527,1854630.018,477.4219951
15-09-2014,475.47,479.62,467.76,469.47,6221.850475,2950421.248,474.2031748
16-09-2014,469.47,473.69,462,462.02,5948.759001,2784518.138,468.0838706
17-09-2014,463.48,465.57,443.57,452.09,12477.77438,5662482.544,453.8054923
18-09-2014,452.99,452.99,407.94,425,22063.88469,9472956.02,429.3421649
19-09-2014,426.62,429,378.78,395.86,29732.72036,11879961.74,399.55852
20-09-2014,395.86,431.11,390,408.76,19916.52493,8244622.528,413.9588886
21-09-2014,410.92,413.53,390,399.55,14182.71565,5699758.879,401.8806426
22-09-2014,400.77,409.38,396.26,400.07,10803.01758,4343178.862,402.0338604
23-09-2014,399.77,452.67,393.6,438.97,26999.29385,11528951.84,427.0093842
24-09-2014,440.85,441.78,418.83,423.68,14141.19893,6065026.304,428.8905302
25-09-2014,423.57,423.9,400,408.76,15016.86905,6175837.425,411.2599905
26-09-2014,410,414.35,396.53,403.57,9921.116995,4017440.74,404.9383494
27-09-2014,405.08,408.99,396.57,401.77,5472.599793,2200884.45,402.1643338
28-09-2014,399.16,403.99,368.9,375.35,16139.76493,6202488.22,384.2985476
29-09-2014,375.35,386.03,365.2,374.2,20026.50713,7549530.106,376.9768765
30-09-2014,374.17,397.75,371.8,391.09,14289.9593,5491849.491,384.3152648
01-10-2014,389.56,393.79,377.01,384.86,13037.59845,5010051.915,384.2772068
02-10-2014,384.85,385.82,372,374.68,10414.19712,3931402.937,377.5041792
03-10-2014,376.29,378.11,353.75,358.74,20408.97505,7433824.478,364.2429107
04-10-2014,358.71,365.07,322.04,326.21,28981.80407,9853710.279,339.9964425
05-10-2014,326.24,339.43,275,323.52,61726.37161,18876496.11,305.8092614
06-10-2014,322.82,347,295.89,328.59,69537.66217,21937271.11,315.4732331
07-10-2014,328.56,336.99,312.37,334.8,22961.89001,7504310.028,326.8158685
08-10-2014,334.8,359,326.93,355.73,28614.83107,9820002.281,343.1787613
09-10-2014,355.73,395.55,349,364.01,47817.25005,17652425.76,369.1643861
10-10-2014,364.01,380.08,351.1,360.89,20543.27564,7440721.953,362.1974453
11-10-2014,360.85,368.06,352.1,362,9973.268706,3594481.701,360.4115969
12-10-2014,362.77,383.6,354.71,378.11,14250.47171,5236990.633,367.4959495
13-10-2014,378.48,405,368.07,392.6,26083.74636,10034403.05,384.6994568
14-10-2014,392.99,417.99,390.48,403.38,24822.16246,10060958.36,405.3215902
15-10-2014,402.01,404.32,385.92,394.52,19147.69042,7537826.812,393.6676772
16-10-2014,394.52,399,370.1,383.95,22776.51542,8706162.336,382.2429452
17-10-2014,384.19,386,370.96,383.65,10507.82629,3989422.005,379.6619677
18-10-2014,383.2,397.29,377,390.58,7074.825428,2746148.309,388.1577485
19-10-2014,390.59,394.25,385,387.53,3242.37368,1262682.954,389.4316566
20-10-2014,389.06,390.65,376.2,381.21,12081.79942,4614453.834,381.9343189
21-10-2014,381,393.55,378.98,385.81,7953.32305,3078104.388,387.0211695
22-10-2014,385.79,388.87,380,382.04,8315.650196,3194707.828,384.1801606
23-10-2014,382.05,384.55,352.4,357.18,21058.44057,7714260.504,366.3262947
24-10-2014,356.81,363.71,344.34,358.86,15639.50452,5565360.678,355.8527492
25-10-2014,358.78,359.1,341.22,348.69,11095.79914,3868670.429,348.6608203
26-10-2014,348.69,363,344.5,355.18,7916.85437,2808265.586,354.7198742
27-10-2014,355.19,358.65,349.21,350,9540.671678,3372977.305,353.5366711
28-10-2014,351.03,359.5,350.09,356.96,7003.936451,2485148.155,354.821631
29-10-2014,355.71,355.99,333.33,335.7,13256.25448,4558124.578,343.8470938
30-10-2014,336.37,352.83,332.99,346.14,14119.76519,4823949.01,341.6451298
31-10-2014,346.14,347.96,335.5,337.99,7525.757245,2571089.053,341.6385846
01-11-2014,337.99,339.47,316.61,324.7,14970.55786,4891060.617,326.7119812
02-11-2014,324.55,329,318.24,324.36,8335.416862,2697712.836,323.6446216
03-11-2014,324.23,333.99,322.74,325.5,11276.27248,3708999.245,328.9206829
04-11-2014,326.45,332.9,320,330.22,13703.07797,4480851.92,326.9960173
05-11-2014,329.96,344.17,328.8,338.38,15373.39989,5203136.773,338.4506231
06-11-2014,338.37,353.1,336.27,349.99,14288.79665,4939529.96,345.6925086
07-11-2014,349.99,352.15,340.4,342.16,7243.125425,2499064.576,345.0257216
08-11-2014,342.16,347.75,340.6,345.39,3771.032489,1296519.137,343.810121
09-11-2014,346.19,366.35,343.4,364.77,10537.15948,3748470.546,355.7382379
10-11-2014,365.37,377.77,357.3,366.43,19273.0746,7115956.189,369.2174879
11-11-2014,366.43,371.52,360.28,370.65,7702.421819,2822907.46,366.4960875
12-11-2014,370.09,434.8,369.85,426.63,44040.4021,17871040.73,405.7874106
13-11-2014,426.64,453.92,381.55,420.93,49884.51198,20957839.48,420.1271828
14-11-2014,417.85,420.3,382.95,399.98,21657.71043,8618642.116,397.9479799
15-11-2014,399.97,407.22,369,376.99,14428.76907,5525789.757,382.9702818
16-11-2014,376.97,395,375,389.86,9680.492255,3730346.785,385.3468075
17-11-2014,389.86,415,375,387.69,24309.43919,9628351.643,396.0746099
18-11-2014,388.72,394.64,371,374.88,15205.25595,5772940.685,379.6674455
19-11-2014,374.87,386.39,371.7,379.03,8984.981223,3409337.033,379.4484316
20-11-2014,379.04,381.8,351.8,356.47,16380.8947,5954791.015,363.520499
21-11-2014,356.47,358.49,342.05,351.2,15248.88656,5360658.512,351.544258
22-11-2014,351.19,365.93,350.7,353.12,6705.697686,2407839.641,359.0736943
23-11-2014,354.29,373.5,353.01,367.17,7971.846831,2896321.795,363.3187964
24-11-2014,367.17,389.99,366.67,375.99,19079.67673,7206180.915,377.688837
25-11-2014,375.99,395.11,374.31,377.37,16156.69521,6195698.415,383.4756015
26-11-2014,377.05,379.22,363.38,368.5,13021.29405,4825575.612,370.5910944
27-11-2014,368.5,375.33,366.37,369.98,6218.389734,2307892.379,371.1398735
28-11-2014,369.98,381.34,358,376.86,13791.86724,5100953.842,369.8523015
29-11-2014,376,386.6,372.25,375.49,7252.091965,2748569.582,379.0036854
30-11-2014,375.48,381.99,373.32,377.01,3085.298787,1160359.587,376.0931006
01-12-2014,376.09,382.31,373.03,376.53,6937.824967,2625160.477,378.383786
02-12-2014,376.53,382.86,375.23,379.52,6550.778983,2487514.397,379.7280299
03-12-2014,379.52,383,374.01,375.33,8457.231147,3204081.613,378.8570464
04-12-2014,376.61,378.99,360,369.16,12332.87331,4546438.85,368.6439273
05-12-2014,369.89,377.89,365.61,376,8600.514631,3203112.918,372.4327038
06-12-2014,376,376.99,371.31,374.38,2386.128783,894008.2258,374.6688913
07-12-2014,375.05,377.5,373.16,377.26,2490.668347,936741.1143,376.1003008
08-12-2014,376.03,377.26,359.01,361.3,12336.72927,4528582.666,367.081304
09-12-2014,362.74,364.59,343.97,352.03,19034.12181,6685314.684,351.2279028
10-12-2014,352.02,353.74,345,345.21,6964.188478,2437132.716,349.9521478
11-12-2014,345.22,364.43,339.8,348.9,16159.74715,5712842.58,353.5230179
12-12-2014,348.88,358.59,348,352.24,8079.630218,2860769.861,354.07188
13-12-2014,353.33,354.41,347.03,351.67,3845.242827,1346557.258,350.1878343
14-12-2014,351.67,359.3,347.44,356.52,6538.893097,2314586.505,353.9722199
15-12-2014,357.3,357.3,346.21,349,8092.841381,2839870.562,350.9114325
16-12-2014,348.85,349.35,327.34,329.05,18183.37192,6139498.874,337.6435844
17-12-2014,329.05,335.99,315.23,322,22891.99364,7391844.78,322.9008751
18-12-2014,321.96,325.61,304.99,312.67,21603.61279,6776835.325,313.6899088
19-12-2014,312.65,320,307.11,318.33,15995.61891,5011565.29,313.3086201
20-12-2014,318.58,333,316.52,331.79,11378.88851,3695215.83,324.7431265
21-12-2014,331.77,332.31,318.78,320.01,6358.082485,2062985.825,324.4666658
22-12-2014,320.88,333.99,319.9,331.56,11812.76643,3877621.719,328.2568688
23-12-2014,332.52,338.99,327.49,336.92,7679.774009,2563296.101,333.7723347
24-12-2014,336.9,336.9,320.92,323.06,5884.875998,1936038.28,328.9853993
25-12-2014,323.03,323.72,316.63,319.86,3888.24815,1242750.871,319.6171704
26-12-2014,319.85,332,316.64,328.27,6406.264429,2086629.687,325.7170712
27-12-2014,329.31,329.31,311.63,316.47,8687.535557,2761873.309,317.9121732
28-12-2014,316.48,319.56,311.22,317.64,4121.075854,1299017.977,315.2133139
29-12-2014,317.64,320.14,310.26,313.01,6929.626204,2179989.773,314.5898074
30-12-2014,313.36,316.77,310,311.07,8885.659782,2777323.386,312.5624268
31-12-2014,311.1,321,310.69,321,6338.20112,2002286.389,315.9076765
01-01-2015,321,321,312.6,313.81,3087.436554,974509.5782,315.6371188
02-01-2015,313.82,317.01,311.96,315.42,3468.281375,1092445.681,314.9818491
03-01-2015,315.42,316.58,280,282,21752.71915,6475951.87,297.7076947
04-01-2015,280,289.39,255,264,41441.27855,11266762.63,271.8729495
05-01-2015,264.55,280,264.07,276.8,9528.271002,2596897.871,272.5466006
06-01-2015,0,0,0,0,0,0,0
07-01-2015,0,0,0,0,0,0,0
08-01-2015,0,0,0,0,0,0,0
09-01-2015,272.45,305,272.45,293.97,9914.249594,2898085.391,292.3151534
